log_no,url,title,published,status,error,body_hash,notes
220308982171,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220308982171&categoryNo=942,요리와 간식 - 순식간에 사라지는 닭 날개 오븐구이,2015. 3. 23. 21:31,full-text,,fa0092a623493fed9f3627bf51b4f03b115039365fe04b56bae2f2372b092cf3,1
220314856577,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220314856577&categoryNo=942,요리와 간식 - 영양까지 생각한 브로콜리 소시지 볶음,2015. 3. 29. 23:18,full-text,,adea48f8c78f6825aec17ad1a883ed0a8eff4110844fb502e1e31086de92655a,1
220314882895,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220314882895&categoryNo=942,요리와 간식 - 아이들이 좋아하는 크레미 볶음밥,2015. 3. 29. 23:42,full-text,,14e976557e5ee8d89d5930934e2045dd8db67a6881ceb120e1b0016fe701c9f7,1
220317912566,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220317912566&categoryNo=942,사복음서에 기초하여 고난주간 예수님의 행적을 정리,2015. 4. 1. 20:39,full-text,,0820ea2aff124490123ae07f791e9f351ddac9e3bd5abd171eb1fd7158f6f0e8,1
220330735609,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220330735609&categoryNo=942,책장 방정리 - 봄을 맞이하여 주말에 거실과 공부방을 정리,2015. 4. 14. 20:20,full-text,,c1e7c8fe809e1ec1627d5879259eec0470525532d52645cab84d2109b26101d8,1
220373499236,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220373499236&categoryNo=942,a letter of self-introduction - 예전에 사용했었던 자기소개서,2015. 5. 29. 9:12,full-text,,8d302364a906eaf5ab05b507c21862a32fd44ad08749aa8562fdb11f2405d894,1
220395192991,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220395192991&categoryNo=942,블로그 지표 - 실천과 시간이 모여 작은 목표를 달성,2015. 6. 19. 17:26,full-text,,aabf9607816ac11eaf2d1e5ed3dedd5fa3e79234cba7107665f8bed84dffda55,1
220407079867,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220407079867&categoryNo=942,"MBTI 검사 사이트 - MBTI 결과는 INFJ ""선의의 옹호자""",2015. 7. 1. 17:50,full-text,,a63f9011b603bcf80d8575b5000e61eb10574a099f446752bc7cb5c03d748534,1
220411715274,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220411715274&categoryNo=942,알라딘 16주년 - 알라딘에 관한 16가지 기록,2015. 7. 6. 13:54,full-text,,67779c77fbd16773b4c8c447a9cefb83e66fb1339cb546bd7637386bc9d8561f,1
220428063379,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220428063379&categoryNo=942,"서양철학사 개요 - 고대철학, 중세철학, 근대철학, 현대철학",2015. 7. 22. 17:31,full-text,,bd963e928e4dfc1e41480ca76abf62aa09f6f1f154bf880f02d1905beb6886fe,1
220428415612,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220428415612&categoryNo=942,노벨 물리학상 - 1901부터 2020까지의 노벨 물리학상 수상자,2015. 7. 22. 23:41,full-text,,182a81d600f4159c3a8b9204e4088bc1221599c5ece1c29ae72ae07620416130,1
220428427525,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220428427525&categoryNo=942,전자파와 원자모형 - 전자파와 원자모형을 연구한 과학자들의 업적,2015. 7. 22. 23:54,full-text,,f643921d87847872c530c40538c8871c9ecc4117b05ec794b5dd435c42c5bee6,1
220537618997,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220537618997&categoryNo=942,"다이어리 교체 - 오랬동안 사용했던 다이어리여, 안녕~",2015. 11. 13. 3:52,full-text,,488e3ffed4160e581e6845777753c5c7a54ba09fcb555bdb54b56dafab35fbfa,1
220560436906,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220560436906&categoryNo=942,요리와 간식 - 또 해줘요~~ 갈릭 버터 새우 구이,2015. 12. 6. 19:21,full-text,,df2699c5dfa7638dd179408f3e93ba280fda323aa53b284332db7d28bfade5f2,1
220567377223,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220567377223&categoryNo=942,튤립 씨앗 심기 - 아름답게 피어나는 툴립을 보기 위해,2015. 12. 13. 22:43,full-text,,96cb84809b7ec76b8f65aeb0633c1e297ac71de9239b74e59fd23b21629edaeb,1
220573863127,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220573863127&categoryNo=942,요리와 간식 - 아주아주 맛있는 부채살 구이,2015. 12. 20. 20:44,full-text,,ff224b4e750d74fd6fa3dea1f1b6261e7347fe7c0a859990698406c8d731a559,1
220573871148,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220573871148&categoryNo=942,뱃살과의 전쟁 선포 - 무엇보다 먼저 뱃살부터 빼셔야겠습니다,2015. 12. 20. 20:53,full-text,,4904339d25bab3930631cbe2d5d8b925f7e9683b5f8b3a0e60afe4e46938bfa8,1
220574008832,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220574008832&categoryNo=942,무사시코가네이 - 숙소에 가까이 있는 공원에서 산책,2015. 12. 20. 23:23,full-text,,99f4edc97517aee3f671370111b3a1f06f99b4215979aa83b3018877315b2445,1
220574020417,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220574020417&categoryNo=942,"일본의 생활 - 2003년 도교 이치노에, 다다미방에서 생활",2015. 12. 20. 23:35,full-text,,e21c328738298d2af4b914d773c686ef0978fd9d87613ccb89bdf075b2a47fd6,1
220593664681,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220593664681&categoryNo=942,"철학자 - 소크라테스, 플라톤, 아리스토텔레스, 데카르트, 스피노자, 라이프니츠인",2016. 1. 11. 5:27,full-text,,508670ebe06f7370a620a93533a7766422d22f3f131be42c1e146b4b6e84f57b,1
220593665317,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220593665317&categoryNo=942,"심리학 3대 거장 - 프로이트, 융, 아들러",2016. 1. 11. 5:31,full-text,,0633e77c6c5abd3f20e77998b6c67b050bcf1c1ea6096d1687e2370516d869c5,1
220596980351,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220596980351&categoryNo=942,신앙의 발자취 - 내 삶을 인도하시는 하나님의 은혜를 기억,2016. 1. 14. 9:18,full-text,,e098c698cfaa4339fd98ac897be4a93f84b47b8d4962924902779892e0893714,1
220610639981,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220610639981&categoryNo=942,광화문 교보문고 - 수많은 책 앞에서 우리가 할 수 있는 일,2016. 1. 27. 20:15,full-text,,f658c6d62a9ad3110f083e28a488a4e033377aea02c6ea146b6b1677470f32b2,1
220614549758,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220614549758&categoryNo=942,빙어 낚시 - 아이들과 함께 빙어 40마리 잡았습니다,2016. 1. 31. 23:24,full-text,,b34770bc85bdf1441eef7a24572388408f61edcefe91479c71e3359e3ea55476,1
220614579532,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220614579532&categoryNo=942,요리와 간식 - 막내가 아주 좋아하는 빙어튀김,2016. 1. 31. 23:53,full-text,,81e8a14d3623e9183b7a1dbdc6a578212e448c5d843b091d56dca0b136f3bc95,1
220671160869,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220671160869&categoryNo=942,주한길의 기도 - 사월의 첫날에 하나님께 드리는 기도,2016. 4. 1. 9:28,full-text,,ab64a624e103657f8288ee26fb1a2c8970eaffec86ff3cdfa77f5b4420a762f5,1
220693972538,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220693972538&categoryNo=942,학습 계획 - 쌓아둔 IT 서적을 활용하는 전략,2016. 4. 26. 17:00,full-text,,ab2a435ae8947f5bc5fc50d527239b743212a00208123f20545ff4ae04bdf728,1
220698501758,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220698501758&categoryNo=942,요리와 간식 - 특별하게 맛있는 새우소고기 볶음밥,2016. 5. 1. 21:18,full-text,,b49ca1f469b285cf47251864bfae3919badde1eb71eb4d7b00af45238719eab0,1
220853006205,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220853006205&categoryNo=942,마흔의 시간관리 - 남은 인생을 준비하는 현실 전략,2016. 11. 4. 2:01,full-text,,277009065ead3fecfb4cff07bd3943cf9cdd7db6050d679a5a02c98ece3d6b93,1
220864290182,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220864290182&categoryNo=942,내면의 적 - 복잡한 생각과 불안한 마음을 정리하는 시간,2016. 11. 17. 21:56,full-text,,550175245ee1b7eea43bdc723322c760ab533f5c4a40e2e12e9a9b78540be158,1
220900313474,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220900313474&categoryNo=942,나의 강점 - 새해를 맞이하여 '나의 강점'을 확인,2017. 1. 2. 3:15,full-text,,fe335b03a01a621bc799d38724dae8fce2c4f5f40320ebbf9a8c20459dc3fda1,1
220984173208,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220984173208&categoryNo=942,200권 책 읽기 - 2년 5개월 만에 독서목표 달성,2017. 4. 15. 22:33,full-text,,41d4c1a605af40d884a8f0bb47bd4dac42c0c113366cca55eda90a69774c56b9,1
220984279933,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220984279933&categoryNo=942,분류별 서적정리 - 주기적으로 책을 정리하는 것이 좋다,2017. 4. 16. 1:39,full-text,,1f61bb2ace6c0c54834ea6b4034dceb252c621098fd0928215d9c9ab9fccdfd4,1
220994503485,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220994503485&categoryNo=942,사월의 날들 - 흩날리던 벚꽃이 사라지듯이 사월이 사라져간다,2017. 4. 28. 22:28,full-text,,282779f66fc4667a42626297057b8ad824abe0ec2b90a0b2d110d988b8a918ad,1
221149198461,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221149198461&categoryNo=942,내담씨앤씨 - 판교에 위치한 회사에 정규직으로 입사하였다,2017. 11. 27. 1:18,full-text,,a223539b471423eae87f3426db09c2485e56f1a150b410c49a1bbfc699fbfad2,1
221162495807,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221162495807&categoryNo=942,"도쿄 가족여행 - 나리타, 우에노, 아사쿠사, 아키하바라 (1일차)",2017. 12. 13. 23:22,full-text,,faf07ad7b24da031cd93ccfb04e9cc54d3093701cc36b135e818afbc35aafe71,1
221162532320,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221162532320&categoryNo=942,"도쿄 가족여행 - 국립 과학박물관, 도쿄역, 긴자거리 (2일차)",2017. 12. 14. 0:24,full-text,,c727c70c053cd8491cd869ea27014a040c78625bdb51db3e83033eb0d5595f60,1
221164100729,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221164100729&categoryNo=942,"도쿄 가족여행 - 우에노, 도쿄타워, 오다이바, 신주쿠 (3일차)",2017. 12. 15. 22:40,full-text,,f55578c1da93581393c4a4c9448e619011052e2b0d7699c35096dcbccc6bfa16,1
221164668508,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221164668508&categoryNo=942,"도쿄 가족여행 - 신주쿠, 하라주쿠, 시부야 (4일차)",2017. 12. 16. 21:52,full-text,,3762548388498c4aba6d3f7a0d9b6b46dc26617be9d8b74b7b502c12bd77065e,1
221164721698,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221164721698&categoryNo=942,"도쿄 가족여행 - 하라주쿠, 시부야, 우에노, 나리타 (5일차)",2017. 12. 16. 23:35,full-text,,78a6c5daaf489d8aee84ee70cedc6a4c866bfb5c70d3d187690417cef860eb78,1
221168498182,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221168498182&categoryNo=942,인생 리셋 - 마흔 이후 다시 시작하는 방법,2017. 12. 21. 21:56,full-text,,c52e7a758bd1450dce8d56bef0f0be3bdad9ef6ef76510837080f01bc845fe32,1
221168523199,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221168523199&categoryNo=942,"알라딘 Since 2003 - 알라딘과 5,425일간 함께한 기록",2017. 12. 21. 22:39,full-text,,0046c2c94b80e3e850fb8d9391f11304afdb5f2286f94cbe0cf789760fe2398d,1
221193593620,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221193593620&categoryNo=942,요리와 간식 - 집에서 만들어 먹는 찹살호떡,2018. 1. 25. 22:30,full-text,,5d84c0bf51932938a39b33533b3b11fc59de88ab7ca497cdd8b6337cd884c4a3,1
221214465462,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221214465462&categoryNo=942,블로그 방문자 수가 200백만이 넘었습니다. 모두 감사합니다.,2018. 2. 22. 22:56,full-text,,4e9b3910b47d83c7f9f2aea9e369ef88efc2cfe1d75348a609be3d7557c10763,1
221215600213,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221215600213&categoryNo=942,이력 홈페이지 - 봄을 맞이하여 이력 홈피의 문구들을 모두 바꿔보자,2018. 2. 24. 14:11,full-text,,cf44074fbee7b5b96bcbed17b3dcf40664e66df5cdb34d72bb61c51fc1fb3a84,1
221219826035,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221219826035&categoryNo=942,분류별 책정리 - 따스한 봄을 맞이하여 책정리를 하였습니다,2018. 3. 2. 3:30,full-text,,cc26dc662e1118056d32a5972aa661b3bb3c73e500604c445bbc960e02d5cee8,1
221221847600,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221221847600&categoryNo=942,"꿈을 만드는 장소 - 대학가 커피숍, 기흥 도서관, 서현역 서점",2018. 3. 5. 7:00,full-text,,257fdee28ff8d9882ac954a71620216bc126346bfde0bc81cb3bc4199bcdee25,1
221263847840,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221263847840&categoryNo=942,달리기 운동 - 10km 마라톤을 준비하기 위한 달리기,2018. 4. 29. 7:22,full-text,,0de3ef095232dc3107e88ef03c41e553bb362edc61fc9bbaeeb546029853db46,1
221266924264,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221266924264&categoryNo=942,달리기 운동 - 10km 마라톤을 준비하기 위한 달리기,2018. 5. 3. 6:55,full-text,,bef420c50f107799dde88dec3d7525b2a6bc54249f33a260a2d20f17d9b0a765,1
221290491361,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221290491361&categoryNo=942,영월 기차여행 - 멘토와 상담 그리고 마음을 정리하는 여행,2018. 6. 3. 10:59,full-text,,90fc83aa578d3728fb8f1ca7e5f484747f22e5f1897f7feac2459831217b37c4,1
221300374400,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221300374400&categoryNo=942,JUST Church - 개척 감사예배를 다녀왔습니다,2018. 6. 16. 23:27,full-text,,b6b092b1a10cb7b5f4394d285d6d06ec9416a9ace87e145f1150e9d1494e506a,1
221315798372,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221315798372&categoryNo=942,엔제리너스 - 나의 꿈을 이루기 위한 공간 그리고 커피 한잔,2018. 7. 9. 22:14,full-text,,6f0c0c2023ba18dc1ea2586b255bb486edcc993022b03911800db44c46a8a097,1
221334576473,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221334576473&categoryNo=942,몸과 마음은 지치고 피곤하지만 영통에 있는 탐앤탐스로 이동,2018. 8. 7. 23:54,full-text,,3d32e4dc1b0102d5d5bcee63e2419252c1969adc46dae40ba43940dcaaac749f,1
221335855364,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221335855364&categoryNo=942,번역과 독서 - 회사일 마치고 바로 탐앤탐스로 왔다 (경희대점),2018. 8. 9. 20:34,full-text,,8f729afd2f72a2edd658d1584829d11f99929a9bb19c80a8cb9d90187784b720,1
221346063066,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221346063066&categoryNo=942,미래 준비 - 안정된 자리를 넘어 변화에 적응하는 법,2018. 8. 26. 0:39,full-text,,8af0579f9294a077e12af7da1757002116a37c9bcd707feda6003d9b318f5320,1
221349269244,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221349269244&categoryNo=942,퍼즐 한조각 - 빅피처를 꿈꾸며 커피숍으로 출근,2018. 8. 30. 19:24,full-text,,796ab668a42d0f8d73bbee3044eba21048ba51e55f798089160971aa9dfca269,1
221362279078,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221362279078&categoryNo=942,"요리와 간식 - 한 달에 한 번 정도, 맛있는 요리나 간식을 만들어 보자",2018. 9. 19. 20:07,full-text,,6c8b8adfae6260c8162785284d54aa2fd9e8532412988a7b592086707ae94cee,1
221363895215,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221363895215&categoryNo=942,댄스 아카데미 - 춤을 배우며 가장 먼저 달라진 한 가지,2018. 9. 22. 9:14,full-text,,23829e9f3b287999ad96e2827bb859c87e3da34913130971abb52c04428b934f,1
221363905489,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221363905489&categoryNo=942,걷기의 운동효과 - 걷기만 해도 질병이 사라진다,2018. 9. 22. 9:47,full-text,,923b7123b97b14002580dfe08867972f83a2bde5c96b5f7fb4687bd2d85e28e8,1
221365349613,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221365349613&categoryNo=942,요리와 간식 - 쉽게 만들어 먹는 리챔 계란 김밥,2018. 9. 25. 19:55,full-text,,30bea46479a8bac29148ba4c5a49a9246a60501d99a1f7ff7423e28ed00d13bc,1
221371166415,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221371166415&categoryNo=942,요리와 간식 - 외식이 필요없는 치즈 고기구이,2018. 10. 4. 22:38,full-text,,acb9ef74ba63e6fb5129f61a52b8acdaf562e54656efab7774e1be52565c0b49,1
221444853460,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221444853460&categoryNo=942,우리 시대의 역설 - The Paradox of Our Time,2019. 1. 18. 4:55,full-text,,31d1bc945a1c9f09d2d4903a060af3e56bfb0f9adfb6755a61b86b7ddf6a639a,1
221458524288,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221458524288&categoryNo=942,인생의 장애물 - 염려와 두려움이 삶을 가로막는 것처럼 보여도 앞으로 나가자,2019. 2. 4. 22:19,full-text,,f74e80be7117e64c8bfbf0d57ac8113fd86839d4fa489594f3715d29d638d497,1
221461410971,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221461410971&categoryNo=942,일본 드라마 - 시청률 순위 (1위 ~ 20위),2019. 2. 9. 6:06,full-text,,da33b9aa9c6c08130324ce91da15c0bf1e94a60a75595961ce0b8a648aeea208,1
221503233901,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221503233901&categoryNo=942,빙어낚시 - 아이와 함께 빙어낚시 갔다가 잉어를 잡았다,2019. 4. 2. 3:16,full-text,,76b26eff0e4b9a3f8c0a921c1832a7d3f09fc3df53faaafe2a5231b9670ed26a,1
221528210800,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221528210800&categoryNo=942,평택호 관광단지 - 삶의 방향을 점검하기 위한 산책,2019. 5. 2. 21:34,full-text,,7f041e6a0fc9db3c2c617a85c5e6ab2c3baa4631207e7ee544e332086d1450c0,1
221538044320,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221538044320&categoryNo=942,"인생의 후반전 - ""인생의 후반전""을 위한 독서의 삶과 집필의 인생",2019. 5. 15. 12:20,full-text,,5624c66a6781fa533c3598ae0f9c11698b1e30b73a92bf361563bf764ce13bc3,1
221575908156,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221575908156&categoryNo=942,알라딘에서 20주년 기념으로 지난 시간의 기록을 서비스,2019. 7. 2. 16:00,full-text,,1b117cf6688788cd5c5f636b92fa37ce686f87d802b6a44c13f1882dda18790d,1
221576295089,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221576295089&categoryNo=942,목표 있는 삶 - 반복되는 일상에서 방향을 지키는 법,2019. 7. 3. 0:53,full-text,,08d2b55bfb39a7f1e5d8c23601920fa854b2330aad7142d1ffc79dc6b9cec5a0,1
221579366085,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221579366085&categoryNo=942,하반기 계획 - 블로그에 삶의 기록을 남기는 의미,2019. 7. 6. 21:53,full-text,,70230cee1a564ece7ac5d26c8e1517b090945ce3b24357b0b6ff00617ab15c9d,1
221584573678,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221584573678&categoryNo=942,한낮의 유성 (10점) - 유성같이 찾아든 봄날의 로맨스 이야기,2019. 7. 13. 10:29,full-text,,d47819fb3e2fceb2362039313c419102ee7a84538ce228b53d09a4dce0732311,1
221592535757,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221592535757&categoryNo=942,Six Habits - High Performance Habits 지수를 진단해 보았습니다,2019. 7. 22. 21:28,full-text,,abc7a798e94ab2661947b22436fd202469bdc7b8ea34714c23b386df2c51794d,1
221603556808,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221603556808&categoryNo=942,인생의 유한함 - 살아온 날보다 살아갈 날이 점점 더 짧아져간다,2019. 8. 2. 18:57,full-text,,bd4296f2b41c14af0ff1579dcf6b8bf059ae4744ef3cd0de61a85ed48594e97b,1
221627334363,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221627334363&categoryNo=942,서울역과 숭례문 - 독서의 계절이 왔는데 출퇴근에 왕복 4시간 이상 소요된다,2019. 8. 24. 23:41,full-text,,75e0fa2501136283458b041630f234e0bfe90ea8b95c136a34de321875f88950,1
221648397825,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221648397825&categoryNo=942,달콤한 추석연휴 - 과중한 업무로 많이 피곤했는데 추석연휴가 있어서 다행이다,2019. 9. 15. 4:46,full-text,,044cc88512b65cf7ae562acf8b57bdb7dd4b7f2a051462e1609a0c71e5db2e98,1
221683746935,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221683746935&categoryNo=942,삶의 고백 - 어제도 오늘도 내일도 하나님의 은혜로 살아갑니다,2019. 10. 21. 3:24,full-text,,aae444478f49ed19a983842fdc3367174dff36b656ac44b5431ac9eeaee0787b,1
221684009258,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221684009258&categoryNo=942,2019년 워크샵 - 내담씨앤씨 하이테크사업부,2019. 10. 21. 11:27,full-text,,7b12e3ac71b04f017956de91df8fe659d2d0d0b6a64efb9914bf6a5cac620581,1
221691541917,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221691541917&categoryNo=942,손수건의 가치 - 대학교 1학년 1학기 마지막 날 하교길,2019. 10. 29. 2:31,full-text,,979db9d546203111142dd46675633a6f49ef02135480379a3a63a472a36220b5,1
221702906282,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221702906282&categoryNo=942,3P 바인더 - 흩어져 있는 정보와 자료를 바인더에 정리,2019. 11. 9. 19:22,full-text,,94f8bbeaf7c38ee63bb4d789640afc8793fc182f763dd023f4fd8319ba8fb4b0,1
221716555953,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221716555953&categoryNo=942,터미네이터 : 다크 페이트 (9점) - 미래에서 온 여전사,2019. 11. 24. 0:23,full-text,,d322573a1fedcca650cf6051b61063d143cc0e2d9ff27469e27b2a82b9599408,1
221744310027,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221744310027&categoryNo=942,Nexplant PLM 설명회 - 잠실역 SDS 동관 그리고 교보문고,2019. 12. 21. 1:10,full-text,,95994bcf95ec741c8ef2b16356411bb2d1105c7013a9d0140db9ca4bd05b7b39,1
221746174104,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221746174104&categoryNo=942,아논(8점) - Anonymity is the enemy,2019. 12. 23. 1:43,full-text,,75bd2915dff98415439542acc5466350bfcc1fa94b34c77499cdff85aa033f4a,1
221763665165,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221763665165&categoryNo=942,"나는 내일, 어제의 너와 만난다 (10점) - 두 편의 이야기",2020. 1. 8. 4:43,full-text,,1ba633d4fcf87a0861e277d03bf523b7f119b4b04589d4e4538511a4812c9009,1
221797644183,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221797644183&categoryNo=942,인생의 후회 - 사람들이 나이 들면 후회하는 35가지,2020. 2. 5. 20:17,full-text,,67c728b37ad189428764b9986ff42a06dd3a906d67766a79a584dba9bbf782b3,1
