log_no,url,title,published,status,error,body_hash,notes
220542297997,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542297997&categoryNo=759,"IoT 국제전시회 - BLE, ZigBee, Z-wave, 전력, 태양광",2015. 11. 17. 23:47,full-text,,18691cb46220c972f62c99e52fdbda96228c272a51556fb193f5cffffb17da80,1
220542301607,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542301607&categoryNo=759,"IoT 국제전시회 - 암호/보안, 클라우드, 플랫폼, 자동화",2015. 11. 17. 23:50,full-text,,74befd809c11466694ea16fb64270d79fcdc182fefc65444644e85d95d29c69a,1
220542305391,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542305391&categoryNo=759,"IoT 국제전시회 - 스마트 홈, 마켓, 수면, 농장, 도시",2015. 11. 17. 23:54,full-text,,7713bf271fb02f9e3b4247d0eb34d13d77eeaa017be0e701bcac15fc9072f6b5,1
220542307984,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542307984&categoryNo=759,"IoT 국제전시회 - 로봇, RFID, 무선충전, 제조서비스",2015. 11. 17. 23:56,full-text,,5d9bdc486ab7ef35832c7dc0896ae4bd20cd67652015d9bf8a5a53b0e59528b9,1
220542309727,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542309727&categoryNo=759,"IoT 국제전시회 - 게이트웨이, Thing+, LWM2M",2015. 11. 17. 23:58,full-text,,c87ee9dbec4a4097f1cede1dba55067266d05614ce2ab57e59eb6f8dcd8d4516,1
220542311840,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542311840&categoryNo=759,"IoT 국제전시회 - 스마트홈, 헬스, 가전, 네비게이션",2015. 11. 18. 0:00,full-text,,997e5a08f1ada2240e1042eda324a708feb3d0692b9b95ec5123e893c0cc6ce1,1
220542316178,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542316178&categoryNo=759,"IoT 국제전시회 - 농장, 정류장, 로봇, 스마트홈, 매장",2015. 11. 18. 0:04,full-text,,cbf6416cbe0ac69032a00237b46a57743721ed6e323689aa9ad142899f94ace0,1
220542318422,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220542318422&categoryNo=759,"IoT 국제전시회 - 버스, 스쿨, 오피스, 화재감지, 주차",2015. 11. 18. 0:06,full-text,,151ad9cf1f5a59318c1b950813db7f7097d8b479b24573723bd0082f0d93aed5,1
220567419742,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220567419742&categoryNo=759,"[IoT 지식능력검정] 시험응시 및 시험합격, 자격증발급",2015. 12. 13. 23:29,full-text,,a1e7d51db677cd401d275f76b47d9816944665f191554a08c89ef9f62bbc8410,1
220593666330,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220593666330&categoryNo=759,"자기관리의 대가 - 피터 드러커, 데일 카네기, 스티븐 코비",2016. 1. 11. 5:38,full-text,,9ccbbce93ea4d0e0e6bf495b4fd967db34eedd15226690681eb60fd830c7deea,1
220602221021,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220602221021&categoryNo=759,새해 마음가짐 - 목표를 위해 효율적인 실천이 중요,2016. 1. 19. 16:14,full-text,,3fde7dd9c7ab3732e7ff5eed38a9744b9bb422202348b664cc99eb65c729174e,1
220603356002,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220603356002&categoryNo=759,가치 발견하기 - 세상에서 유일한 자신의 가치 발견,2016. 1. 20. 16:32,full-text,,f77f113a560ac8c7aa010f5f63aefd3bf1440b26c9906527190926445d21038a,1
220628644562,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220628644562&categoryNo=759,"미루지 않기 - ""나중에, 언젠가""라는 말 대신에 지금 행동하자",2016. 2. 16. 14:09,full-text,,d90f411a09a50268c3473433a3d275990ba51a6fd9af494a1fc754615f888ebe,1
220634007587,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220634007587&categoryNo=759,독서와 공부 - 성장과 발전을 위해 배움은 지속되어야 한다,2016. 2. 21. 23:34,full-text,,678a1b7daab540eb2c41a2e41471bf18e53bc2bdc769b92fe053a93f788d1df0,1
220668221155,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220668221155&categoryNo=759,"포커스 싱킹 - '정체성', '비전과 목표', '생각', '감사'에 대한 질문",2016. 3. 29. 9:55,full-text,,96a280861bd3758a24cd907568c24d1df1958b168c7f6b535fe5af658393debc,1
220672576427,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220672576427&categoryNo=759,"경성에서 온 소포 패키지 ""초판본 진달래꽃"" 드디어 도착",2016. 4. 2. 22:16,full-text,,217c9ede3c3d8bd59b9535db95638c22a23db23b22581af2015b3bb0f376c610,1
220687133563,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220687133563&categoryNo=759,[IoT 지식능력검정] 요점정리 및 예상문제집 → IoT 수험서 출간,2016. 4. 19. 1:37,full-text,,40d27ddc1346f4160f1b9da9a3ebb15bf71cfb4d3ed37ec04c618369687bc162,1
220854864065,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220854864065&categoryNo=759,가치를 찾는 여행 - 작가의 마음으로 집필을 시작합니다,2016. 11. 6. 18:50,full-text,,e7483556c5d0baeda9beda58287271418e3a05679ed0730ca141875ee22866ff,1
220868549466,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220868549466&categoryNo=759,도전하는 삶 - 성공의 반대는 실패가 아니라 도전하지 않는 것이다,2016. 11. 23. 10:22,full-text,,c385ea0301ff2681a921de3a3078063b1b91b09d43fb25d0c7c43dd8542e2acf,1
220872113486,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220872113486&categoryNo=759,[IoT 지식능력검정] 사물인터넷 수험서 집필 시작,2016. 11. 27. 21:48,full-text,,83b35c55d3fda12a5db0a18bd57ae58fc51f16bb13d529baa128bfe72aa0f744,1
220905748244,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220905748244&categoryNo=759,[IoT 지식능력검정] 출간 계약을 마치고 현재 집필 중,2017. 1. 8. 16:04,full-text,,347a8f92a09751be29b9aa5195bf5b3a4e1a8cb003a073ef81c6e2a935e7baea,1
220928977365,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220928977365&categoryNo=759,세계 500대 CEO - 성공을 위한 흔하지 않은 습관 14 가지,2017. 2. 7. 1:18,full-text,,682c4c5ce060f4da4e48ae87e7c3cefe4be88448a70b2314b178b3eaeafa937b,1
220943222772,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220943222772&categoryNo=759,[IoT 지식능력검정] 초고는 완료하고 출간을 앞두고 교정 진해중,2017. 2. 24. 0:30,full-text,,89803ac2593ba5c3d7c2564b2820550d74827d82b158dd5b97e4a1f872eefc23,1
220954345486,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220954345486&categoryNo=759,[IoT 지식능력검정] 한꼭지만 채우면 집필을 완료합니다,2017. 3. 9. 23:19,full-text,,d4e44c835175cae618fa137b95b2c26e871d2a4300054e420b14cb7b855ba05f,1
220960974321,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220960974321&categoryNo=759,[IoT 지식능력검정] 교정과 교열작업을 마치고 이제 출판을 합니다,2017. 3. 18. 9:26,full-text,,3596360392d35cd6cd65f2b44f51052d10df67c4b96c16132f6a345d1f39ec9f,1
220968180450,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220968180450&categoryNo=759,[IoT 지식능력검정] 드디어 IoT 수험서가 출간되었습니다,2017. 3. 27. 13:51,full-text,,709d9af24c5c8a615d467e08b1562df2317e48fb9652b30fb39f79a5cbadeaf6,1
220984710989,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220984710989&categoryNo=759,[IoT 지식능력검정] 어떻게 시험을 준비하면 좋을까요?,2017. 4. 16. 20:29,full-text,,2fea21b1b42294ef49ded8d3895bea0b21830e632e0c5363b8f169999a5e24da,1
220991017515,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220991017515&categoryNo=759,[IoT 지식능력검정] 저의 서적을 믿고 구매해 주셔서 감사합니다,2017. 4. 24. 18:54,full-text,,bdc423ec912156f69fa19da15a81d58d598cc5de6599a9854f45e5d1773e36c0,1
220996431867,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=220996431867&categoryNo=759,대통령 윌슨 - 어느 대학교 졸업식에서 가난한 어머니와 아들 이야기,2017. 5. 1. 22:33,full-text,,6161741304bd242f8a14cc250bc3b7c70385d2d11cde82acc96e008491b45fd6,1
221081600747,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221081600747&categoryNo=759,[자바로 시작하는 라즈베리 파이] 지속적인 성장을 위한 독서와 학습,2017. 8. 25. 0:21,full-text,,7416e2a29670d797b87165cf639e6c505aaaf3b4ff347c04492562a585a5b95b,1
221098123981,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221098123981&categoryNo=759,[IoT 지식능력검정] 제 5회 IoT지식능력검정 접수 기간입니다,2017. 9. 16. 11:31,full-text,,fbbc498a04f05734345e8e0808b9fb8e53d2d8bdfa2fcb604bfd592ac5af2379,1
221103528804,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221103528804&categoryNo=759,[IoT 지식능력검정] 6. 사물인터넷 비즈니스 모델 (강의교안),2017. 9. 23. 16:32,full-text,,419ab96c5d9f25a24922eba25cc94aba5fb307ec393d9e98a3f3f2d5b83824a4,1
221104421986,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221104421986&categoryNo=759,[IoT 지식능력검정] 5. 사물인터넷과 융합기술 (강의교안),2017. 9. 25. 3:39,full-text,,7c6d413c72715e22477a726bee667dc77de5727306dd91e70065eaa3b8cc51a8,1
221106690651,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221106690651&categoryNo=759,[사물인터넷(IoT) 지식능력검정] 4. 사물인터넷 디바이스 (강의교안),2017. 9. 27. 21:24,full-text,,ab9cd4ddc3ac3d77bad5f7e551656a80ebb8cd31278087ee7e5df05a2d43772b,1
221108244443,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221108244443&categoryNo=759,[사물인터넷(IoT) 지식능력검정] 3. 사물인터넷 네트워크 (강의교안),2017. 9. 29. 23:09,full-text,,b41930ef9b292be0b2617d3e1162264f6a708fdea9f1b28b49d7798627969e2f,1
221108340410,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221108340410&categoryNo=759,[사물인터넷(IoT) 지식능력검정] 2. 사물인터넷 플랫폼 (강의교안),2017. 9. 30. 3:39,full-text,,c817b3c36dcdb0687605c4bed543294e96f40cb7c347102e487873d7836d65d6,1
221108501495,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221108501495&categoryNo=759,[IoT 지식능력검정] 1. 사물인터넷 개요 (강의교안),2017. 9. 30. 12:52,full-text,,10e0c53606e0302dcbec9497a72348478359548618ba27a79d20db009d73765d,1
221108506587,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221108506587&categoryNo=759,[IoT 지식능력검정] PART 1 ~ PART 6 (강의교안),2017. 9. 30. 13:03,full-text,,e0b27f50d60880b3260f79fe04c5995f07d15599eb529a1b51db219467367c9e,1
221158032321,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221158032321&categoryNo=759,크리스천 저술가가 되려면 - 데이비드 우드워드의 서적을 요약,2017. 12. 7. 23:29,full-text,,00c738d6d3ca111abfe888c76e50dac7f486dda5a2dbdd3e2cdec0a090b9f823,1
221183135728,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221183135728&categoryNo=759,심고 거둠의 법칙 - 기적과 같은 삶을 위한 인생의 법칙,2018. 1. 11. 22:19,full-text,,1503f8c78aec0d9bfa521f4c2af49c8f0670834b70fb308c24519c2a630002d4,1
221183153728,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221183153728&categoryNo=759,열고 닫음의 법칙 - 기적과 같은 삶을 위한 인생의 법칙,2018. 1. 12. 7:20,full-text,,18f411ac30ca26058f1de64eec05568572c09d02cbb4186b866e65078cc75763,1
221183196845,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221183196845&categoryNo=759,쉼의 법칙 - 자연의 법칙처럼 우리의 인생에도 법칙이 있다,2018. 1. 15. 7:20,full-text,,1af20e1418a2c24cd919dc430ae3913ecd7a4f70aef7ce479c47a2008cedea91,1
221201128352,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221201128352&categoryNo=759,[IoT 지식능력검정] 2018년 IoT 지식능력검정 기본서 집필 중,2018. 2. 4. 23:40,full-text,,d05edac73d531fd7d43e28112692fa6449b0e1adb1300788e315984ee592ebec,1
221206435965,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221206435965&categoryNo=759,[IoT 지식능력검정] 집필을 위해 집 근처에 있는 커피숍에 왔습니다,2018. 2. 11. 20:23,full-text,,9d371b53bbe18a47374f79962038223ca4eee46b0898fb08b4024513dc250a65,1
221215672546,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221215672546&categoryNo=759,[집필] 가족들과의 시간을 뒤로 미루고 교정작업을 위해 집을 나선다,2018. 2. 24. 16:24,full-text,,c1602aec523e95c55f5ada1570c34142ba648b5854378552e788aef915d89114,1
221234444391,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221234444391&categoryNo=759,[IoT 지식능력검정] 한국사물인터넷협회 공식 추천 교제 선정,2018. 3. 22. 6:04,full-text,,08e67483a1785d81faccee522fd87cf4ef50dfcf4b89ff9908134e3e52fb0f0d,1
221238975927,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221238975927&categoryNo=759,[IoT 지식능력검정] 6. 사물인터넷 비즈니스 모델 (강의교안),2018. 3. 28. 1:55,full-text,,12db9b775c4286bb60b476aff2c3ec0b3206e9ccfff75146939e088001b071a4,1
221238977384,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221238977384&categoryNo=759,[IoT 지식능력검정] 5. 사물인터넷과 융합기술 (강의교안),2018. 3. 28. 1:59,full-text,,1ff8def0fa69b9805b4743aa1b34f714256c122975ea7326e58a5be6bf833687,1
221238979246,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221238979246&categoryNo=759,[IoT 지식능력검정] 4. 사물인터넷 디바이스 (강의교안),2018. 3. 28. 2:04,full-text,,ba23019bf75062563ab16f6c436b20d1dcfe0b9143ebe138b8fdeb8d253a4966,1
221238986460,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221238986460&categoryNo=759,[IoT 지식능력검정] 3. 사물인터넷 네트워크 (강의교안),2018. 3. 28. 2:26,full-text,,a119e1a7aa49e069a082f182858e7ab4fe991cc3dc50695e53c90913c725ef00,1
221238986808,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221238986808&categoryNo=759,[IoT 지식능력검정] 2. 사물인터넷 플랫폼 (강의교안),2018. 3. 28. 2:27,full-text,,d8d828f81f71710034de1c48a1ad1854497c7c7fc9351c575e2cb45cf70191a0,1
221238987297,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221238987297&categoryNo=759,[IoT 지식능력검정] 1. 사물인터넷 개요 (강의교안),2018. 3. 28. 2:29,full-text,,1380844eeaa753c6afd8aba3f863f3c88043d57530f87fe50def78eccc5f9f4c,1
221238991160,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221238991160&categoryNo=759,[IoT 지식능력검정] PART 1 ~ PART 6 강의교안,2018. 3. 28. 2:42,full-text,,779282e587b9b760c4f748059401e825f66594a6383c41faef0bc593669ed9f9,1
221270013774,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221270013774&categoryNo=759,[IoT 지식능력검정] 2018년 공식 추천 교재로 선정되었습니다,2018. 5. 7. 15:24,full-text,,c79ecf05156ad0416409955da1b4e0b77c972d0b2e23b985c08bfb6952d01d8b,1
221295143082,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221295143082&categoryNo=759,사월의 벚꽃 - 주한길,2018. 6. 9. 14:59,full-text,,93200f60bb32e49bbfde89695496f3911c01a0bc36533864f01c1f6ba591447f,1
221295281616,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221295281616&categoryNo=759,"[자바로 시작하는 라즈베리 파이] 영진닷컴 방문, 번역계약완료",2018. 6. 9. 19:13,full-text,,0c8adde2422c9240c76d247bd280be2887a86bd8f6b05a7f146c90c0cfb6963c,1
221298130651,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221298130651&categoryNo=759,[자바로 시작하는 라즈베리 파이] 엔젤리너스에서 번역작업을 시작,2018. 6. 13. 19:28,full-text,,e96f8545c00b7533540b4bce76fcf86cd88d49a9b95edf9fca6d9933b0a92c0d,1
221334593091,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221334593091&categoryNo=759,리더십(Leadership) - 역설적인 리더십의 10 계명,2018. 8. 8. 0:26,full-text,,5fffa81bbe7e7d7bbb4176397ffaaaee6a0067b230e0e9894e1ac5ddbfa45f5c,1
221368459846,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221368459846&categoryNo=759,"[자바로 시작하는 라즈베리 파이] 번역 1차 완료, 이미지 캡처 진행중",2018. 9. 30. 23:47,full-text,,6b2c501674c8566fa426cd683d587e16a9538015fc955e5722c4781022463fef,1
221374366868,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221374366868&categoryNo=759,번역작업 완료 - 가능성이 보이면 한번 도전해 본다,2018. 10. 10. 1:00,full-text,,19a60e4561a6f1ac435f3b3903f7b982601dd5b244993b0fa1ec71c6501ef658,1
221435032694,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221435032694&categoryNo=759,[자바로 시작하는 라즈베리 파이] 편집 작업을 마친 시안을 전달받음,2019. 1. 5. 19:32,full-text,,49954ef13b5a9d9bb4e2907a209b51d0ec45200d59794c118c1c743b1f338e37,1
221435247857,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221435247857&categoryNo=759,[자바 시작 파이] 아래한글에서 색인을 표시하고 색인 만들기 작업,2019. 1. 6. 2:44,full-text,,8db984ec6fa389bcd06e6921802013108c0af79cf71da1e83a9284024b45f7aa,1
221438375667,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221438375667&categoryNo=759,[IoT 교과서] 영진닷컴과 신규로 IoT 서적 번역 계약 (2019-01-09),2019. 1. 10. 1:13,full-text,,0d3ad22f090a064008c8d75fffb0b92003829097c3509cce0510a148d4cf97c6,1
221444741946,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221444741946&categoryNo=759,[IoT 교과서] 번역 원고 작성을 위해 기본적인 작업을 미리 해둡니다,2019. 1. 17. 23:42,full-text,,20442edc770d6b5c720e73c5a544605ccd19e3b5bf26e8b932bee1ea6219da2a,1
221478220877,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221478220877&categoryNo=759,[자바로 시작하는 라즈베리 파이] 2차 교정지가 집에 도착했습니다,2019. 3. 2. 5:31,full-text,,120fc7aaac78c304115490ad7c41f3884de537fc6ab85bc67a5fc6e3cd7bb0dc,1
221482671477,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221482671477&categoryNo=759,[자바 시작 파이] 표지 디자인 시안이 생각보다 예쁘게 나왔습니다,2019. 3. 7. 18:36,full-text,,ae2ea20ad0eb6ed06da7b0cb2da5a3d185223f47fca123af8a10291cfb0ecb6c,1
221484122208,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221484122208&categoryNo=759,그들의 인생관 - 성경 속 인물을 통해 알아보는 인생관,2019. 3. 9. 16:44,full-text,,898e43f019066569c2bd541ffe7ecf2120931df584ab0f14f45352bac71fd454,1
221491713281,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221491713281&categoryNo=759,[자바 시작 파이] 출간을 앞두고 거의 마지막 작업만 남았습니다. ^^,2019. 3. 19. 5:16,full-text,,f70f8f47652142620014a9387a9429c81a4229d999732a1a09b3aaf6d6675aaa,1
